"Date","ADC","AFL","ARKR","AZPN","CLFD","DTE","ENDP","FLWS","FR","GMXR","GPC","HE","ISSC","ISSI","KSS","MTSC","NWN","ODFL","PARL","RELV","SIGM","STT","TRIB","UTR"
2009-03-10,11.68,13.22,9.82,5.75,1.1,24.46,16.84,1.4,2.98,7.05,26.45,13.02,3.99,1.48,37,21.66,39.19,20.12,0.64,4.04,13.77,20.81,1.38,8.83
2009-03-11,9.85,13.62,9.52,6,1.16,25.37,16.65,1.34,2.68,7.39,26.63,13.07,3.94,1.45,37.24,21.53,38.5,21.63,0.77,4.1,13.8,21.96,1.49,8.93
2009-03-12,10.45,14.92,9.96,5.85,1.07,25.26,16.8,1.6,3.11,6.92,26.96,13.48,3.99,1.52,38.35,22.02,39.18,22.94,0.92,4.1,14.25,23.85,1.54,10.23
2009-03-13,11.92,14.58,10.03,6,1.07,25.54,17.05,1.76,3.04,7.05,27.6,13.3,4.19,1.48,38.22,22,39.96,22.49,0.85,4.08,14.66,22.66,1.6,10.57
2009-03-16,12.52,14.98,9.17,5.8,1.16,25.99,17.37,1.84,2.63,7.28,27.61,13.43,4.32,1.48,37.4,21.25,40.66,22.92,0.92,4.1,14.2,23.12,1.58,10.93
2009-03-17,13.29,16.15,9.69,6.05,1.07,26.02,17.46,2.02,2.91,7.86,28.44,13.53,4.29,1.54,39.7,22.15,42.36,24,0.84,3.95,14.6,25.59,1.6,11.94
2009-03-18,14.23,21.04,9.52,7,1.14,26.92,17.19,1.99,3.04,8.34,29.07,13.72,4.11,1.6,41.09,22.16,43.72,24.17,0.8,3.87,13.61,29.05,1.55,12.84
2009-03-19,13.28,19.86,9.23,6.99,1.08,27.3,16.94,1.96,2.76,8.99,28.6,13.62,3.98,1.55,41.17,21.96,44.11,23.58,0.84,3.93,13.37,27.05,1.59,12.62
2009-03-20,12.22,18.38,9.74,6.5,1.15,27.2,16.79,2.05,2.45,7.77,27.81,13.52,3.9,1.55,40.48,21.16,43.56,22.1,0.86,3.93,12.77,24.69,1.6,12.81
2009-03-23,14.54,21.69,9.65,6.5,1.19,28.61,17.28,2.05,2.93,8.26,29.79,14.19,4.23,1.7,42.7,21.85,44.69,24.58,0.86,3.79,12.56,29.97,1.65,13.93
2009-03-24,13.75,21.6,8.91,6.65,1.2,27.97,17.25,1.9,2.5,7.75,30.26,13.76,4.22,1.58,42.78,21.41,43.25,23.55,0.85,3.75,11.05,29.16,1.68,13.4
2009-03-25,14.77,19.89,8.92,6.5,1.15,28.31,17.43,2,2.4,8.58,30.29,13.79,4.32,1.65,41.14,22,42.81,23.95,0.83,3.65,11.38,29.83,1.68,14.21
2009-03-26,15.43,20.72,9.17,6.83,1.18,28.63,17.9,2.27,2.67,8.82,31.37,14.15,4.53,1.65,43.04,22.91,44.16,25.93,0.84,3.66,11.93,30.12,1.7,15.09
2009-03-27,13.88,19.81,9.52,6.46,1.14,28.27,17.34,2.12,2.35,7.74,30.59,13.94,4.29,1.57,43.14,22.71,43.33,24.59,0.81,3.68,12.02,30.61,1.66,14.94
2009-03-30,14.08,17.6,9.3,6.6,1.11,27.63,17.27,2.08,2.15,6.49,29.72,13.59,4.5,1.51,41.63,22.06,43.03,23.17,0.86,3.53,11.57,27.98,1.58,13.75
2009-03-31,15.69,19.36,9.3,6.99,1.12,27.7,17.68,2.07,2.45,6.5,29.86,13.74,4.2,1.51,42.32,22.75,43.42,23.49,0.86,3.49,12.44,30.78,1.74,13.98
2009-04-01,15.38,18.75,9.41,6.71,1.09,27.79,17.76,2.1,2.5,6.68,30.41,13.93,4.58,1.55,43.59,22.55,43.62,24.39,0.82,3.55,12.34,30.53,1.84,14.27
2009-04-02,16.56,20.61,9.92,6.71,1.3,28.34,18.23,2.32,2.58,6.83,32.05,14.18,5.03,1.65,45.1,22.48,43.42,25.79,0.77,3.52,13.08,31.66,1.88,14.76
2009-04-03,16.62,21.05,10,7,1.3,28.54,17.93,2.44,2.78,7.24,32.22,14.47,5.19,1.59,45.31,22.35,43.19,25.99,0.86,3.1,13.45,33.18,1.83,15.07
2009-04-06,17.02,20.66,9.98,7,1.18,28.68,17.79,2.64,2.66,7.09,31.91,14.5,5.19,1.6,45.8,21.76,42.79,25.1,0.85,3.1,13.63,33.17,1.92,15.21
2009-04-07,15.05,20.17,10,7,1.13,28.18,17.36,2.55,2.4,6.45,30.77,14.75,5.47,1.59,43.66,21.29,42.33,24.23,0.9,3.12,13.29,32.28,1.75,14.85
2009-04-08,14.89,20.89,9.85,7,1.14,28.59,17.78,2.66,2.53,6.6,30.77,15.04,5.61,1.57,45.12,21.73,42.68,25.85,1.57,2.95,13.08,31.09,1.78,15.27
2009-04-09,16.26,24.95,10,7.1,1.24,28.87,17.66,3.07,3.35,6.98,32.1,15.87,5.68,1.75,45.4,22.23,42.61,27.7,1.38,2.64,13.15,36.32,1.92,15.8
2009-04-13,16.49,25.76,9.46,7.35,1.2,28.63,17.71,3.07,3.48,6.63,30.89,15.68,5.62,1.64,44.62,21.7,42.31,27.31,1.54,2.31,12.72,39.03,2,16.05
2009-04-14,16.17,23.9,10.08,7.4,1.29,28.31,17.6,3.02,3.12,6.37,30.59,15.51,5.65,1.66,44.4,20.64,41.61,27.13,1.68,2.45,12.15,34.53,2,15.43
2009-04-15,16.86,25.11,9.48,7.36,1.32,28.8,17.68,3.15,3.39,6.51,31.45,15.85,5.71,1.67,43.87,21.39,41.8,27.5,1.71,2.32,11.87,35.69,1.95,16.49
2009-04-16,17.23,26.71,10,7.25,1.26,28.98,18.2,3.24,3.63,6.66,34.5,16.28,5.71,1.7,45.02,22.25,42.18,28.69,1.67,2.32,11.91,34.29,1.96,16.7
2009-04-17,17.09,28.7,10,7.2,1.29,29.04,18.47,3.31,3.88,7.75,34.36,16.5,5.71,1.93,44.78,22.77,41.8,28.93,1.69,2.4,12.13,34.11,1.9,16.65
2009-04-20,15.15,24.97,9.8,6.9,1.29,28.83,17.92,2.87,2.96,6.58,34.14,16.07,5.52,1.79,43.03,22.27,41.44,26.36,1.7,2.47,11.3,30.65,1.88,15.34
2009-04-21,16.81,29.23,9.98,6.76,1.3,28.42,17.78,3.17,3.53,8.01,35,15.6,5.5,1.92,43.96,22.5,41.4,27.08,1.7,2.56,11.76,36.15,1.73,17.14
2009-04-22,15.69,27.66,9.98,6.61,1.3,28.06,17.89,3.31,3.48,9.49,34.43,15.47,5.59,2.02,44.85,22.04,40.6,27.87,1.8,2.98,12.27,33.99,1.74,16.28
2009-04-23,15.74,28.66,10.1,6.5,1.3,27.93,17.67,3.01,3.36,8.86,34.21,15.19,5,2.01,44.3,20.75,39.99,27.4,1.97,3.17,12.35,36.8,1.59,16.45
2009-04-24,17.08,28.62,10.5,6.45,1.32,27.95,17.83,3.06,3.73,8.98,34.91,15.15,4.97,2.1,45.43,20.49,40.54,28.27,2.25,3.3,12.35,37.18,1.55,16.47
2009-04-27,16.45,28.05,10.5,6.75,1.26,28.31,17.92,2.88,3.54,8.52,34.61,15.43,4.91,2.11,44.86,20.37,41.45,27.16,2.36,3.39,12.06,35.09,1.67,16.77
2009-04-28,15.75,27.58,10.96,6.75,1.27,28.11,18.26,2.81,3.5,9.35,34.05,15.54,4.74,2.15,43.82,20.29,41.47,27.01,2.29,3.15,12.25,33.5,1.65,16.94
2009-04-29,16.31,29.13,11.21,7.2,1.25,28.6,17.28,3.18,3.88,10.45,34.23,15.57,4.74,2.12,43.73,21.1,42.22,28.24,2.42,3.15,12.75,34.3,2.64,17.18
2009-04-30,15.96,28.89,11.45,7.76,1.3,29.57,16.54,2.92,3.77,10.94,33.96,15.54,4.8,2.24,45.35,21.13,40.9,28.15,2.42,3.02,12.92,34.13,2.65,17
2009-05-01,16.54,29.32,11.55,7.85,1.31,30.47,16.51,2.98,4.38,12.26,33.54,15.44,4.73,2.36,42.56,21.7,41.68,28.22,2.34,3.01,13.13,34.33,2.51,16.77
2009-05-04,18.06,30.24,11.84,8.2,1.3,30.41,16.56,3.12,5.6,14.58,33.63,15.55,4.75,2.44,43.77,22.73,42.9,29.25,2.32,3.09,13.58,37.35,2.76,17.41
2009-05-05,16.74,30.82,11.5,8.4,1.35,30.8,16.25,3.64,5.25,15,33.5,16.06,4.52,2.35,44.28,21.91,42.54,28.64,2.21,3.21,13.47,35.21,2.79,16.03
2009-05-06,16.85,33.48,11.79,7.9,1.35,30.94,16.14,3.47,6.1,16.94,33.59,16.75,4.84,2.47,43.73,21.1,42.4,29.5,2.13,3.04,13.8,39.13,2.75,16.48
2009-05-07,16,33.08,12.04,7.7,1.38,31.29,16.29,2.93,5.31,15.02,33.22,16.58,4.55,2.51,44.25,21.03,43.23,29.04,2.12,3.11,13.82,37.83,2.62,15.87
2009-05-08,17.17,37.66,12.22,7.85,1.4,31.65,16.34,3,6.3,17,33.53,16.68,4.49,2.51,43.9,21.14,42.92,28.98,2.28,3.21,13.59,43.75,2.63,17.38
2009-05-11,16.64,33.67,11.6,7.85,1.25,31.09,16.33,2.89,5.88,16.36,33.38,16.75,4.52,2.36,44.84,21.11,43.23,27.64,2.17,3.33,13.22,38.88,2.6,15.97
2009-05-12,16.85,34.26,11.66,7.25,1.16,31.08,16.16,2.86,5.39,14.69,33.05,16.9,4.5,2.27,44.01,21,43.19,27.1,2.15,3.31,13.07,38.4,2.6,16.33
2009-05-13,17.17,31.65,11.87,7.07,1.17,30.1,15.96,2.45,4.5,12.57,31.97,16.22,4.49,2.06,41.95,20.77,42.16,25.98,1.99,3.37,12.83,36.83,2.56,15.2
2009-05-14,17.23,33.75,11.98,7,1.13,29.92,16.18,2.55,4.9,12.9,32.4,16.33,4.41,2.27,41.24,21.03,41.78,27.26,1.79,3.34,13.42,39.23,2.48,15.7
2009-05-15,16.67,32.14,11.75,7.15,1.15,29.44,15.83,2.41,4.82,13.18,32.07,16.01,4.39,2.08,41.33,21.09,41.3,29.49,1.8,3.42,13.68,38.51,2.64,15.12
2009-05-18,17.27,35.52,11.76,7.2,1.18,29.67,16.11,2.36,5.25,14.71,33.32,16.5,4.41,2.42,42.77,21.4,41.72,29.05,1.81,3.4,14.64,41.79,3.33,15.74
2009-05-19,17.05,34.08,11.85,7.8,1.17,30.06,16.43,2.27,5.1,15.4,33.33,16.42,4.49,2.3,43.82,21.1,41.44,29.62,1.85,3.45,15.85,43.21,3.35,15.25
2009-05-20,16.52,34.4,11.75,7.3,1.29,29.53,16.6,2.22,4.62,15.65,32.62,16.72,4.65,2.44,42.19,21.08,40.93,27.91,2.03,3.41,15.67,41.38,3.37,14.92
2009-05-21,16.37,34.11,12.34,7.95,1.17,29.02,16.16,2.13,4.53,15.38,31.74,16.48,4.45,2.44,41.27,21.09,40.03,26.65,2.09,3.4,15.95,43.3,3.39,14.9
2009-05-22,15.68,34.48,12.46,7.75,1.27,29.13,16.04,2.19,4.24,14.66,32.23,16.76,4.29,2.35,40.94,20.96,39.9,26.45,1.97,3.47,15.93,42.87,3.36,14.86
2009-05-26,16.89,36.44,12.85,7.8,1.33,30.12,16.53,2.37,4.42,16.23,33.36,17.23,4.36,2.33,43.8,21.67,41.26,28.38,1.84,3.28,16.65,44.35,3.38,15.05
2009-05-27,16.75,33.56,12.8,7.75,1.28,29.34,16.48,2.28,3.95,16.3,32.74,16.95,4.42,2.5,43.04,21.64,41.63,28.26,1.85,3.55,16.63,43.23,3.36,14.26
2009-05-28,17.21,36.07,13.12,7.75,1.22,30.24,16.07,2.37,4.13,17.55,32.9,16.87,4.48,2.6,41.98,21.88,41.86,28.25,1.94,3.56,14.99,44.69,3.2,14.52
2009-05-29,17.33,35.5,12.86,7.9,1.3,30.25,15.93,2.33,4.03,17.67,33.48,17.25,4.57,2.79,42.47,22.18,42.44,29.45,2.02,3.4,15.46,46.45,3.16,14.52
2009-06-01,18.16,36.26,13.49,7.95,1.36,31.56,16.51,2.66,4.53,18.41,35.18,17.93,4.33,2.7,46.48,22.51,43.91,30.59,1.92,3.49,15.32,46.57,3.17,14.95
2009-06-02,18.52,36.5,13.24,8.3,1.38,31.28,17.32,2.55,4.32,18.19,35.86,17.67,4.4,2.75,47,22.93,44.6,30.29,1.9,3.44,15.51,47,3.21,15.32
2009-06-03,18.47,34.18,13.07,8.2,1.34,30.94,17.26,2.6,4.17,16.66,35.28,17.98,4.5,2.73,46.65,22.65,44.36,30.11,1.92,3.57,15.39,45.93,3.18,15.29
2009-06-04,18.5,34.29,14.09,8.32,1.4,31.25,17.24,2.88,5.74,17.01,34.85,17.93,4.85,2.79,45.85,22.75,44.36,30.16,1.87,3.84,15.37,48.95,3.17,15.21
2009-06-05,18.01,33.52,13.22,8.25,1.54,31.51,17.25,2.82,5.89,16.53,34.32,18.78,4.64,2.62,45.97,22.72,45.34,30.25,1.84,3.66,15.58,47.27,3.1,15.05
2009-06-08,18.28,33.8,13.22,8.3,1.6,31.22,16.75,2.87,5.58,15.72,34.08,18.49,4.79,2.57,46.25,22.3,45.35,30.47,2.01,3.69,15.44,47.41,2.98,14.94
2009-06-09,18.08,33.76,13.07,9,1.6,30.9,16.85,2.8,5.46,16.37,34.05,18.2,4.91,2.72,46.67,22.32,44.55,31.35,2.06,3.82,16.06,48.26,3.16,14.54
2009-06-10,18.66,33.51,13.25,9,1.54,31.33,17.32,2.63,5.17,16.05,34.04,18.36,4.97,2.62,46.83,21.39,44.57,31.1,2.05,3.83,15.64,46.88,3.72,14.4
2009-06-11,18.22,33.81,13.25,9.5,1.59,31.53,17.55,2.59,5.03,16.39,33.86,18.8,4.97,2.73,45.92,21.57,44.73,31.7,2.07,4.12,16.01,47.57,4.14,14.64
2009-06-12,18.5,32.81,12.79,9.2,1.62,31.96,17.71,2.73,5.38,16.25,33.79,19.25,4.83,2.71,46.59,21.62,45.36,31.05,2.04,4.16,16.5,47.56,4.2,14.52
2009-06-15,18.24,31.62,12.71,9.42,1.6,31.24,17.28,2.62,5,15.08,33.21,18.77,4.36,2.6,45.65,21.19,44.66,30.89,2.05,4.01,16.4,46.27,4.3,13.9
2009-06-16,17.65,31.28,12.64,9.36,1.63,31.17,16.65,2.45,4.85,14.75,33.09,18.6,4.33,2.56,44,20.73,44.1,30.22,2.08,4.1,16.06,45.01,4.25,13.68
2009-06-17,17.83,29.74,12.61,9.1,1.63,31.35,17.36,2.51,4.55,14.1,33.3,18.45,4.35,2.65,44.26,20.92,44.48,30.48,2.04,3.98,16.19,45.25,4.3,13.27
2009-06-18,18.09,30.57,12.35,9.1,1.59,31.92,17.65,2.4,4.37,13.27,33.27,18.87,4.24,2.65,43.69,20.97,45.1,31.93,2.06,4.03,16.61,46.58,4.41,13.12
2009-06-19,17.77,31.1,12.5,9.15,1.65,31.3,17.73,2.25,4.7,12.87,33.07,18.67,4.45,2.85,43.74,20.95,44.81,33.3,2.08,3.8,17.21,47.96,4.47,12.6
2009-06-22,17.5,29.25,12.68,9,1.5,31.43,17.43,2,4.31,11,32.57,18.4,4.2,2.67,43.44,20.32,45.14,31.68,1.99,3.98,16.87,44.4,4.65,12.39
2009-06-23,17.9,30.16,12.5,8.55,1.45,30.83,17.2,2.06,4.27,11.26,32.03,18.21,4.11,2.77,42.75,20.3,44.29,31.51,1.95,3.5,16.19,44.84,4.4,12.33
2009-06-24,17.59,30.98,12.4,8.51,1.5,31.14,17.8,2.03,4.24,11.4,32.42,18.38,4.24,2.8,43.45,20.23,43.21,31.84,1.97,3.42,16.19,46.54,4.56,12.13
2009-06-25,18.35,31.92,12.4,8.65,1.62,31.89,18.52,2.1,4.39,11.2,33.21,18.54,4.42,2.81,44.43,20.74,43.65,32.98,2.01,3.44,16.49,47.48,4.48,12.13
2009-06-26,18.55,31.82,12.35,8.55,1.95,31.96,17.98,2.01,4.82,11.16,33.04,18.63,4.17,2.75,44.1,20.83,43.96,33.32,1.89,3.45,16.65,48.33,4.38,12.03
2009-06-29,18.36,31.85,12.74,8.65,1.85,32.41,18.38,2.03,4.74,10.76,33.53,19.05,4.4,2.68,43.41,20.55,44.12,33.53,1.85,3.43,16.65,48.5,4.45,12.16
2009-06-30,18.33,31.09,12.5,8.53,2,32,17.92,1.92,4.35,10.64,33.56,19.06,4.47,2.65,42.75,20.65,44.32,33.57,1.76,3.42,16.04,47.2,4.42,12.02
2009-07-01,18.16,31.27,13.02,8.7,1.83,32.52,17.82,1.96,4.46,10.26,33.39,19.32,4.11,2.6,42.59,21.29,44.98,34.27,1.72,3.56,16.44,47.35,4.47,12.35
2009-07-02,17.1,29.43,12.81,8.8,1.56,30.74,17.89,1.91,4.5,9.65,33.06,19.04,4,2.51,41.25,20.92,43.53,33.96,1.71,3.41,15.34,46.23,4.42,11.3
2009-07-06,17.58,29.96,12.5,8.95,1.58,32.22,18.12,1.83,4.08,9.21,33.06,19.1,3.97,2.34,42.68,20.97,44.55,34.46,1.66,3.21,14.31,46.59,4.45,11.6
2009-07-07,17.63,29.15,12.8,9.1,1.58,31.36,17.96,1.75,4.09,8.84,32.62,18.7,4.01,2.25,42.3,20.91,43.59,34.8,1.67,3.16,14.59,44.83,4.65,11.19
2009-07-08,17.79,28.8,12.85,9.11,1.52,31.23,17.63,1.75,3.72,8.62,32.6,18.36,3.99,2.24,43.35,21.28,43.47,35.16,1.66,2.96,14.28,44.37,4.25,11.14
2009-07-09,17.45,28.95,12.69,9.15,1.58,31.24,17.34,1.86,3.74,9.25,32.56,18.29,4.02,2.4,43.02,20.7,42.9,33.53,1.65,3.11,14.19,45.16,4.44,11.31
2009-07-10,17.3,28.65,12.72,9.08,1.6,30.86,17.09,1.88,3.68,9.33,32.67,17.71,3.97,2.34,42.72,21.16,42.94,33.92,1.6,3.23,14.56,43.66,4.54,11.23
2009-07-13,18.1,30.66,12.44,8.88,1.6,31.49,17.77,1.91,4.3,9.52,33.16,17.92,4.02,2.27,43.84,21.13,43.48,33.99,1.58,3.15,14.67,46.53,4.5,12.1
2009-07-14,18.2,31.38,12.57,8.93,1.6,31.85,17.64,1.86,4.34,10.29,33.34,17.8,4.02,2.32,44.47,21.16,43.15,32.26,1.65,3.09,14.5,46.15,4.41,12.14
2009-07-15,18.25,32.38,12.5,9,1.55,32.58,17.98,2.06,4.6,11.02,34.4,18.09,4.07,2.34,45.94,21.71,43.68,32.26,1.64,2.95,15.09,47.53,4.41,12.69
2009-07-16,18.32,31.59,12.05,9,1.6,32.73,18.22,2.05,4.39,11.5,34.24,17.55,4.02,2.85,46.06,22.09,43.88,32.42,1.63,3.25,14.82,47.77,4.64,12.74
2009-07-17,18.22,31.5,12.43,9.15,1.54,32.61,18.16,2.04,4.11,11.38,34.73,17.45,4.05,2.74,46.26,21.71,43.32,32.63,1.65,3.26,14.8,48.11,4.78,12.69
2009-07-20,18.23,32.68,12.75,9.05,1.62,32.78,18.62,2.12,4.15,11.59,35.01,17.15,4.06,2.67,48.36,21.8,43.44,33.49,1.72,3.3,16.07,48.81,4.88,12.88
2009-07-21,18.45,33.25,12.75,9.5,1.53,33.08,18.9,2.21,3.95,11.47,34.6,16.7,4.01,2.74,47.82,22.1,43.62,33.2,1.75,2.96,15.88,46.93,4.95,12.79
2009-07-22,18.39,33.45,13.5,9.65,1.55,33.05,19.35,2.49,3.8,11.25,34.85,16.66,3.82,2.91,48.32,22.08,43.89,33.67,1.86,2.96,16.13,47.35,4.95,12.87
2009-07-23,18.79,35.55,13.18,9.7,1.62,34.03,19.32,2.51,4.09,12.13,35.27,16.77,3.86,2.95,48.98,22.71,44.66,33.75,1.83,3.08,15.95,48.68,4.63,13.36
2009-07-24,18.72,35.87,13.18,9.7,1.64,34.7,19.81,2.41,4.2,12.32,35.1,17.25,4,2.87,49.1,23.39,45.31,32.75,1.83,3.41,15.93,48.83,4.75,13.58
2009-07-27,18.66,36.85,12.79,9.76,1.64,34.95,20.14,2.35,4.3,12.34,35.18,17.81,4.13,2.98,49.16,23.15,44.87,32.97,1.83,3.24,16.02,48.35,4.69,13.76
2009-07-28,19.08,36.6,13.56,9.7,1.57,34.63,20.09,2.44,4.22,11.71,35.37,17.63,4.32,2.91,49.61,23.21,44.97,32.29,1.89,3.12,16.33,47.67,4.65,13.54
2009-07-29,18.71,35.45,13.53,9.8,1.68,34.32,20.29,2.26,4.05,11.02,35.3,17.61,4.1,3.25,49.52,23.17,44.56,32.07,1.91,3.12,16.63,48.35,4.65,13.56
2009-07-30,19.32,37.81,13.01,9.9,1.81,35.08,20.91,2.33,4.19,11.32,35.47,17.85,4.23,3.21,49.4,23.35,45.38,32.87,1.83,2.95,16.58,49.14,4.51,13.82
2009-07-31,19.52,37.86,12.74,9.9,1.77,34.46,21.01,2.4,4.24,11.63,35.42,17.87,3.59,3.17,48.55,23.43,44.64,35.63,1.85,3.2,16.18,50.3,4.23,13.19
2009-08-03,19.65,38.95,13.45,9.9,1.74,34.24,21.12,2.52,4.43,12.49,35.48,17.95,3.9,3.3,50.02,23.53,44.99,36.81,1.95,3.25,16.7,52.36,4.26,13.64
2009-08-04,19.47,39.85,13.2,9.65,1.74,34.22,21.2,2.56,4.8,12.69,35.66,17.89,3.81,3.21,49.36,24,43.09,36.95,2.02,3.12,16.52,54.07,4.23,15.76
2009-08-05,19.55,40.27,13.01,9.55,1.85,33.91,20.84,2.56,5.22,12.23,35.31,18.01,4.08,3.29,49.51,23.71,42.4,36,1.99,3.09,16.35,54.45,4.08,15.93
2009-08-06,19.49,39.79,13,9.86,1.83,33.83,20.65,2.48,4.97,12,34.99,17.92,4.1,3.33,51.02,23.62,42.09,35.24,2,3.19,15.84,52.88,3.96,16.09
2009-08-07,19.57,41.7,13.6,9.95,1.69,34.42,21.11,2.55,4.99,12.41,35.97,17.61,4.13,3.42,53.51,23.84,42.7,36.72,1.85,3.73,15.87,53.86,4.1,16.4
2009-08-10,19.57,40.93,13.65,9.9,1.89,34.24,21.04,2.61,5.28,12.54,36.31,17.64,4.06,3.34,52.53,24.15,42.69,36.26,1.64,3.71,15.66,52.57,4.03,16.49
2009-08-11,19.49,40.23,13.5,9.95,1.94,34.12,21.06,2.57,5.49,11.99,36.34,17.55,4.09,3.36,52.51,23.98,42.89,36.99,1.65,3.31,15.51,50.67,4.1,16.18
2009-08-12,19.68,42.12,13.5,10,1.99,34.06,21.38,2.62,5.89,12.42,37.14,17.69,3.85,3.41,52.27,24.47,43.25,38.12,1.71,3.43,15.91,51.97,4.1,16.4
2009-08-13,19.62,42.49,13.33,10,2.2,33.94,21.43,2.92,6.02,12.69,37.45,17.8,3.79,3.42,52.39,24.75,43.08,37.28,1.73,3.6,16.74,52.11,4.16,17
2009-08-14,19.82,42.06,13.29,10.1,2.17,34.11,21.26,2.83,5.89,12.31,37.53,17.99,3.68,3.72,51.73,24.44,43.05,36.25,1.72,3.37,16.19,51,4.1,16.99
2009-08-17,19.34,39.68,12.95,10,2.01,33.97,21.15,2.69,5.36,11.3,37.17,17.97,3.58,3.5,50.6,24.4,42.71,35.21,1.76,3.4,15.41,49.24,3.98,16.39
2009-08-18,19.39,40.44,13.15,10.57,2.15,34,21.62,2.94,5.59,11.27,37.83,17.87,3.91,3.75,51.39,24.76,42.56,36.31,1.81,3.4,15.25,51.28,4.03,16.79
2009-08-19,19.59,40.58,13.01,10.08,2.29,34.71,21.77,3,5.26,11.28,37.9,18.14,3.92,3.71,51.47,24.97,42.79,36.39,1.8,3.33,16.23,51.27,4.06,17.02
2009-08-20,19.68,40.13,13.02,10.4,2.2,34.78,21.68,2.88,5.39,11.03,37.85,17.62,3.88,3.77,51.52,25.22,42.93,36.07,1.81,3.33,16.67,54.06,4.09,17.27
2009-08-21,20.66,41.87,14,10.48,2.15,35.34,21.86,2.84,5.55,11.61,38.84,17.7,3.86,3.64,52.36,25.98,43.77,36.74,2.1,3.29,16.56,53.52,4.05,17.67
2009-08-24,20.1,41.2,13.8,10.25,2.17,35.35,22.08,2.93,5.47,11.52,38.15,17.81,4.01,3.63,51.63,26.32,43.74,37.03,1.98,3.35,16.42,53.3,3.99,17.87
2009-08-25,20.3,41.75,13.85,10.15,2.39,35.42,22.3,3.1,5.59,11.2,38.71,17.74,3.85,3.72,52.99,26.73,43.63,38.02,2.03,3.38,16.65,54.23,4,18.23
2009-08-26,20.52,41.39,13.86,10.25,2.4,35.4,22.47,3.39,5.52,11.23,37.93,17.65,3.9,3.77,52.94,26.94,43.85,37.66,2.11,3.81,17.12,53.47,3.85,17.87
2009-08-27,20.81,41,13.64,10.15,2.64,35.22,22.51,3.37,5.43,11.47,37.74,17.66,3.92,3.75,53.1,27.15,43.71,37.27,2.05,3.9,14.65,53.43,3.68,18.19
2009-08-28,20.87,40.7,13.5,10.1,2.95,35.05,22.74,3.18,5.33,11.04,37.51,17.77,3.87,3.78,52.55,27.01,42.87,36.63,2.1,3.88,14.4,52.98,3.52,18.44
2009-08-31,20.81,40.62,13.5,10,3.22,34.78,22.57,3.09,5.23,10.59,37.04,17.4,3.74,3.63,51.59,26.54,42.1,35.78,2.04,3.85,14.13,52.48,3.39,18.93
2009-09-01,19.95,38.15,13.5,10,3.23,34.43,22.31,2.95,4.94,10.07,35.63,17.19,3.65,3.49,51.04,26.35,41.94,35.54,2.01,3.74,13.9,50.14,3.49,17.86
2009-09-02,19.89,38.7,13.52,10,3.18,34.18,21.82,2.97,5,9.86,35.28,16.92,3.58,3.37,51.86,26.32,42.01,35.46,1.95,3.53,13.89,50.01,3.52,17.83
2009-09-03,19.94,38.86,13.9,10,3.19,34.63,21.82,2.93,4.98,9.97,35.72,16.78,4,3.6,54.01,26.32,41.84,36.35,1.95,3.52,14.48,50.81,3.55,17.99
2009-09-04,20.04,38.2,13.9,10,3.02,34.88,22.44,2.93,5,10.36,35.85,16.92,4.55,3.65,54.58,26.91,41.84,36.84,1.98,3.51,14.85,51.72,3.72,18.16
2009-09-08,20.82,39.28,13.79,10,2.69,34.95,22.6,2.95,4.84,11.27,36.04,16.91,4.94,3.65,55.58,27.92,42.27,36.14,1.95,3.56,15.34,52.31,3.76,18.19
2009-09-09,20.94,39.91,13.9,9.91,2.8,35.03,22.76,3.06,4.99,12.24,36.2,16.94,5.91,3.69,55.86,28.04,42.1,35.63,1.99,3.67,15.53,53.19,4.5,18.38
2009-09-10,21.33,40.28,13.9,10,2.9,35.32,22.92,3.09,5.14,13.24,35.59,17.12,5.52,3.63,55.78,28.65,41.74,35.19,2.12,3.65,15.94,53.94,4.39,18.61
2009-09-11,21.35,40.86,13.75,10.05,2.84,35.12,22.95,3.08,5.06,13.24,35.59,17.05,5.23,3.65,55.18,29.03,41.38,35.61,2.21,3.49,15.67,52.73,4.22,18.78
2009-09-14,22.26,41.76,13.66,10,3.09,35.73,23.07,3.05,5.43,13.16,35.6,17.28,5.17,3.78,54.87,28.98,41.39,35.48,2.46,3.51,15.44,53.3,4.45,19.14
2009-09-15,22.73,41.61,13.94,9.75,4.11,35.89,23.02,3.03,5.68,14.56,35.99,17.34,5.18,3.76,54.75,29.37,41.76,35.1,2.31,3.75,15.39,53.18,4.48,19.3
2009-09-16,23.76,43.02,15.4,9.95,4.55,36.4,22.95,3,6.06,15.79,36.72,17.76,5.3,3.82,54.84,29.87,42.23,33.96,2.09,3.95,15.55,54.7,4.56,20.01
2009-09-17,24.14,42.7,17,9.95,4.18,35.34,22.73,2.99,5.98,15.01,36.94,18.03,4.68,3.83,54.8,30.26,42.65,34.27,2,3.5,15.41,53.79,4.58,19.98
2009-09-18,24.02,42.75,16.2,9.95,5.02,35.25,22.49,3.02,5.93,15.01,37.64,18.4,5.02,3.64,55.01,30.19,42.58,33.61,1.93,3.32,15.02,54.39,4.46,19.47
2009-09-21,24.15,42.28,17.15,9.9,5.48,35.17,22.55,3.17,5.67,15.38,38.98,18.36,5.05,3.69,55.54,29.82,42.29,33.24,1.98,3.4,15.17,52.26,4.28,19.15
